907	996
819	1016
916	925
958	945
875	1130
867	964
981	728
859	986
916	853
881	571
850	1140
742	1313
874	775
848	988
895	1004
875	743
879	769
906	972
739	999
754	1157
854	1009
794	1039
856	1008
817	1064
712	961
928	964
917	898
893	893
908	1061
942	991
845	1020
1037	652
714	1133
978	975
854	1311
889	912
843	931
913	963
992	958
798	1043
856	1046
745	921
747	974
859	1158
885	1057
907	979
818	1123
942	924
845	615
805	805
